gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RHD,4.389350067506091,0.08183755840827461,0.5984061028073513,0.21981833694258213,0.8260126380848267,0.8640669795213056
RHEB,3791.502694524047,-0.34929085373196705,0.042990862937124466,-8.158783692309648,3.384150708778625e-16,1.7375976397299797e-15
RHEBL1,163.9718307023169,-2.126640946392178,0.17891534380695398,-12.043750845069551,2.0922174168634702e-33,2.0318379880546587e-32
RHNO1,7339.693601520978,-0.35388583690958225,0.043703616198600505,-8.106701524785105,5.201241906719928e-16,2.650917945221297e-15
RHOA,8537.582731202005,-0.5539157866355877,0.040286215130135056,-13.774836074489874,3.6120202745145155e-43,4.512757198543763e-42
RHOB,7930.145277562936,-1.5910410113259974,0.049513277161400776,-32.186729097644736,2.70673356280145e-227,2.220777222634571e-225
RHOBTB1,238.27875949338573,-0.2151660921612015,0.15536473496144051,-1.4182121025623744,0.15612884954090256,0.21340514367905075
RHOBTB2,1707.624167630037,0.03665738060105174,0.05572538691940739,0.6568424222539311,0.5112822436613169,0.5904697175141391
RHOBTB3,3141.560697475286,-0.9085849578324348,0.04673099895537948,-19.497760657939157,1.146952156875114e-84,2.9781464079904064e-83
RHOC,7817.920788934737,0.22273265976038711,0.03339015429995078,6.6734037582396075,2.4993751392464934e-11,9.781793482022728e-11
RHOD,609.3485624839426,1.2325655036740066,0.0929825342550458,13.346037472498788,1.2491922490208515e-40,1.46416738053497e-39
RHOF,1617.1618863667436,0.41141224904220053,0.05344772389343571,7.7324744527718,1.0547599162913055e-14,4.974404025958136e-14
RHOG,702.9804595808969,0.3974604137000841,0.0760167086914505,5.258495851707891,1.452384614568008e-07,4.4210376573109544e-07
RHOQ,1107.0058869269494,-0.15992601255926303,0.06374038020482284,-2.5089101333916757,0.012110428987033047,0.021233938993897885
RHOT1,3235.054445645648,-0.3984278632095053,0.04870164105789533,-8.209246525706718,2.2258081299208316e-16,1.1521361952504025e-15
RHOT2,1465.7542287416663,-0.08961050046152647,0.077311167534711,-1.181440100145652,0.23742793587370026,0.30739714131297274
RHOU,497.5720281355623,-1.792356152537765,0.10255691103686414,-17.57949599331905,3.53706426406329e-69,7.0906110694074785e-68
RHOV,82.54866998847622,1.5540218622790327,0.20429662369851675,7.804755864145054,5.9616838363438336e-15,2.849613261954498e-14
RHPN1,576.0870365461004,0.06923280572650489,0.10392048479401432,0.6732758101625778,0.500771839161065,0.580495620415605
RHPN1-AS1,69.1235079130435,0.17321940266112473,0.2113839495961424,0.8525985023700932,0.3938819933851374,0.4747761975548074
RHPN2,785.344117448129,0.6354873022309212,0.07354887579947259,8.69001508415938,3.623913695823513e-18,2.0411123247141845e-17
RIBC1,35.609156725695215,-0.7584040343784051,0.33459352935741155,-2.5172004959317054,0.011829149345102147,0.02077508221626292
RIBC2,121.27830994613208,-0.3555710625066056,0.18706703469005145,-1.9644273394623077,0.049480554917786204,0.07643458779371147
RIC8A,2154.872355870449,-0.29966991020595124,0.04668382551383896,-6.435611108561967,1.2297753105900773e-10,4.6122369506744257e-10
RIC8B,212.53860841313968,-0.4598585821229811,0.12512062979100938,-3.7318482218491495,0.0001900800222602451,0.0004290277530227342
RICTOR,428.98151691863956,-0.2196070961800729,0.09074124024369327,-2.4400419705047676,0.014685555615365003,0.025338752165828156
RIF1,11436.054521967815,0.35897143049300434,0.04969842794279942,7.04766837941069,1.8194060322168394e-12,7.575068222546544e-12
RILP,111.47420750073815,0.0013721464777884849,0.16651972394098344,0.00742684521630899,0.994074289341572,0.995638086046426
RILPL1,124.45103295319629,-0.3518122279221364,0.17343331840471068,-2.0847498046896624,0.0370920171991802,0.05885690736310949
RILPL2,416.96287638823753,0.4221739605117072,0.0977261452197244,4.356876760758726,1.3193150182705058e-05,3.371253354601323e-05
RIMBP2,116.8208002492703,-2.516469881055196,0.23718748644839804,-10.775415024948208,4.4974923344174956e-27,3.5757535208253384e-26
RIMBP3,16.911551805347255,-2.0463050038893074,0.5279466554627084,-4.339993424000853,1.424869799537116e-05,3.6264235048340706e-05
RIMBP3B,34.03034216779362,-1.8181655565820292,0.3720037070051374,-5.235965740404102,1.641243970697354e-07,4.97878412075277e-07
RIMBP3C,34.13738235693071,-1.8273690941574414,0.37248107009219206,-5.2541775032505615,1.4868743026524936e-07,4.5199729326431896e-07
RIMKLA,160.90844685863348,-1.0902160342382914,0.15570821834791265,-7.141164411882076,9.25435778785268e-13,3.914472838406886e-12
RIMKLB,585.8300806232057,-0.49725656271596624,0.08084247879574538,-6.190571065186524,5.994663302717774e-10,2.149032788048622e-09
RIMS2,237.2336104877228,0.31977565845561856,0.12435410504991966,2.6097876872718166,0.009059843189812202,0.01623022217808
RIMS3,213.3118390277852,-1.8263582764267534,0.15683089876197828,-11.786688605158327,4.571648003673821e-32,4.2930337035089214e-31
RIMS4,132.26699209541172,-1.971870216804243,0.19031977031410627,-10.530304594313376,6.263148642193965e-26,4.776738712879796e-25
RIN1,340.44478421441636,0.09652564577439368,0.1255394780728481,0.7786370162495642,0.4361935674760067,0.517971725866577
RIN2,1331.8991556432093,0.31615444563947664,0.05898052472593142,5.376250491379565,7.605296693042974e-08,2.361098253621319e-07
RIN3,629.5293774520431,0.7743910223410589,0.08196451451962423,9.50877207320972,1.929263070984091e-21,1.2392284221490627e-20
RINL,237.8183570534211,-0.08535260506262736,0.1262568756495106,-0.6777307609800984,0.49794241879122625,0.5776785335204044
RINT1,1632.6537007625905,0.27437358399552136,0.05674988974881829,4.8257281930698905,1.3949264456142512e-06,3.908986661063739e-06
RIOK1,1099.9327188389684,0.7579090655583063,0.0667371479472448,11.406706377154737,3.871110898057101e-30,3.4345859623397367e-29
RIOK2,1389.4262009634658,0.06191592636306411,0.06730446907568595,0.8757614678027789,0.38115972149889865,0.46158608356682324
RIOK3,1321.14133027493,-0.7348559963579985,0.06348673062464986,-11.636655898284024,2.6833148447537373e-31,2.4659539482647364e-30
RIPK1,618.9625421007986,-0.4320442357910896,0.08476343854340422,-5.133211459599528,2.8483957237989977e-07,8.487067528212026e-07
RIPK2,313.65752113728036,0.7526354388359525,0.10741717370578886,7.083128311842434,1.4093606676959616e-12,5.901813666855202e-12
RIPK3,8.70153753224083,-0.7147689718615886,0.6227622708129746,-1.619814556491785,0.10527211841128334,0.15088845643875703
RIPK4,651.0148636332752,4.928193216502054,0.1275614143047808,38.6610031392572,0.0,0.0
RIT1,786.142510498341,0.058217510432230085,0.08403145820968477,0.6902561285008929,0.49003313176447283,0.5699983453884181
RLBP1,39.012931737818555,-3.0601595514107673,0.45857040783514796,-6.9261688999813575,4.323901915870734e-12,1.7583941439681776e-11
RLF,454.92591657946485,-0.03237029945615929,0.09297269866229323,-0.34423291446398535,0.7306711309936775,0.785445558994149
RLIM,3798.0420610279416,0.053968040302685184,0.05727979635273595,0.9610794964148076,0.3365121981283742,0.41527869883775254
RLN1,2.454485731967798,0.7146052273732554,0.9121959792775102,1.59032402224328,0.11176178651155182,0.15908713610305583
RLN2,25.157112281069985,2.073956777351309,0.46603527968186115,4.881324310906094,1.0537577896125372e-06,2.97757193986557e-06
RLTPR,100.3124255511447,-1.8814762440874777,0.20921933255967157,-9.190704256495588,3.9027772126488854e-20,2.375545120219209e-19
RMI1,842.4989557639333,-0.2451399023176174,0.0690071313765329,-3.5671972843950175,0.00036081983058089347,0.0007874906408002305
RMI2,511.3148159379828,0.057632680214778145,0.08427452951109539,0.6861183534055308,0.4926384782111385,0.5724849717227635
RMND1,430.99003975661606,0.27075799026011427,0.09478944426121517,2.8782456055598002,0.00399893666916011,0.007576606947151705
RMND5A,916.3306175032999,0.8408973030366395,0.06528830278663832,12.935098826364817,2.852560437958373e-38,3.1399864793211218e-37
